1024x1024, 32x32, 2, 0.008351, 0.005256 
1024x1024, 32x32, 2, 0.008290, 0.004920 
1024x1024, 32x32, 2, 0.008245, 0.004811 
1024x1024, 32x32, 2, 0.008344, 0.004761 
1024x1024, 32x32, 2, 0.008662, 0.005019 
1024x1024, 32x32, 4, 0.008461, 0.002987 
1024x1024, 32x32, 4, 0.008330, 0.003005 
1024x1024, 32x32, 4, 0.008268, 0.002778 
1024x1024, 32x32, 4, 0.008458, 0.002816 
1024x1024, 32x32, 4, 0.008458, 0.002947 
1024x1024, 32x32, 6, 0.008244, 0.002394 
1024x1024, 32x32, 6, 0.008399, 0.002210 
1024x1024, 32x32, 6, 0.008332, 0.002058 
1024x1024, 32x32, 6, 0.008475, 0.002053 
1024x1024, 32x32, 6, 0.008338, 0.002023 
1024x1024, 32x32, 8, 0.008554, 0.002215 
1024x1024, 32x32, 8, 0.008268, 0.013483 
1024x1024, 32x32, 8, 0.008567, 0.005513 
1024x1024, 32x32, 8, 0.008356, 0.001785 
1024x1024, 32x32, 8, 0.008352, 0.001668 
1024x1024, 32x32, 10, 0.008440, 0.002624 
1024x1024, 32x32, 10, 0.008362, 0.001937 
1024x1024, 32x32, 10, 0.008263, 0.001965 
1024x1024, 32x32, 10, 0.008258, 0.002337 
1024x1024, 32x32, 10, 0.008339, 0.001969 
1024x1024, 32x32, 12, 0.008379, 0.002306 
1024x1024, 32x32, 12, 0.008450, 0.002033 
1024x1024, 32x32, 12, 0.008271, 0.001938 
1024x1024, 32x32, 12, 0.008431, 0.002311 
1024x1024, 32x32, 12, 0.008391, 0.002001 
