7.357674895,2.810167258,2.655446732
7.459842233,1.662738106,1.814941916
7.367411298,1.707686289,1.756815613
7.561286268,1.66724803,1.7683701840000001
7.612241892,2.034383608,1.8018472509999999
8.179779808,3.4641714,1.7917493389999999
7.648349771,1.709986132,2.326676916
9.791855005,1.775528756,2.850886804
7.583129087,1.713402654,2.851516281
7.437730709,1.747481047,1.800163259
7.84788359,2.3147945180000002,1.9084847169999999
7.385738135,1.71353613,1.799645234
10.390891405,1.75551466,2.324971634
9.821057857,1.860667295,3.055230571
9.172823233999999,1.662332938,1.874759954
9.873468374,1.693047827,2.009172908
9.118329502,1.591500952,2.027850358
9.670120659,1.73883684,2.639939985
9.223225891,1.753024377,1.927985446
