6.725939967,1.6283441939999999,1.711687851
6.6985053820000005,1.6276567069999999,2.920545227
9.102955683,1.632447118,1.781253781
7.6740931119999996,2.913110251,1.884718557
9.323202581,1.670522041,2.050176153
9.143153716,1.7835563909999999,1.74223596
8.311732878,2.288677501,1.732569351
6.68884455,1.6508846259999999,1.831333385
9.687155719,1.655088595,1.862866366
9.010770238,1.57349849,1.693481649
8.808677573,2.028534139,2.3626290389999998
7.295507505,1.722882212,1.7452711440000002
8.061941503,2.488185036,2.942210389
7.199747112,1.663683171,1.8743634070000001
8.316678981999999,2.300167901,1.756704954
7.644048204,1.787684709,1.928662058
7.141126568,2.532460381,2.895290074
7.540582673,1.741184134,2.498303686
9.585020108,1.673331114,1.955463747
7.230423131,1.696490996,1.747872818
